서비스ID,서비스명,서비스 요약,상세 링크,시도명,시군구명,담당부서명,신청방법,지원주기,지급방식,생애주기,대상특성,관심주제,조회수,최종수정일
WLF00004281,입양가정 입양장려금 지급,보호대상아동을 입양한 가정을 지원하여 국내입양을 활성화하고 보호가 필요한 아동과 지역사회의 결연을 강화코자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004281&wlfareInfoReldBztpCd=02,서울특별시,서대문구,서울특별시 서대문구 복지문화체육국 아동청소년과,방문,1회성,현금지급,"아동, 영유아",장애인,"서민금융, 입양·위탁",2434,20250605
WLF00003616,임산부 초음파 검사비 지원,임산부 및 태아의 건강한 출산에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003616&wlfareInfoReldBztpCd=02,전라남도,고흥군,전라남도 고흥군 보건소,방문,1회성,실물바우처,"청년, 임신 · 출산",,"입양·위탁, 임신·출산",1786,20250605
WLF00000482,영유아 정장제 지원,영유아 정장제(유산균) 지원으로 영아의 건강한 성장발달 도모 및 제천시 관내 모유수유 실태 조사,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000482&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 보건소 건강관리과,방문,1회성,현물지급,영유아,,,384,20250605
WLF00001202,여주시 고령노인 목욕비 및 이미용비 지원사업,"75세 이상 노인을 대상으로 목욕비 및 이미용비를 지원하여 어르신들의 건강하고 활기찬 노후생활을 지원하고자 함
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001202&wlfareInfoReldBztpCd=02,경기도,여주시,경기도 여주시 행복지원국 사회복지과,방문,년,지역화폐,노년,,서민금융,882,20250605
WLF00003318,산모신생아 건강관리 서비스 본인부담금 지원,취약계층 출산가정에 산모·신생아 건강관리 서비스 본인부담금을 지원함으로써 출산가정의 경제적 부담을 경감시켜 출산장려 분위기를 조성하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003318&wlfareInfoReldBztpCd=02,경상남도,거제시,경상남도 거제시 보건소 건강증진과,방문,1회성,현금지급,"청년, 중장년, 임신 · 출산",,"임신·출산, 서민금융",790,20250605
WLF00004557,SOS 긴급복지 (인천형 긴급복지),현행 법·제도로는 지원받기 어려운 갑작스러운 위기상황으로 생계유지가  곤란한 시민에게 필요한 복지서비스를 신속하게 지원하여 위기상황에서 벗어날 수 있도록 돕는 인천형 긴급복지 제도,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004557&wlfareInfoReldBztpCd=02,인천광역시,,인천광역시 보건복지국 복지정책과,"방문, 전화",1회성,"현금지급, 기타",,,"서민금융, 일자리, 교육, 안전·위기, 입양·위탁",7007,20250605
WLF00002727,참전유공자 사망위로금 지급,국가보훈대상자와 보훈단체에 대한 예우 및 지원에 관하여 필요한 사항을 규정함으로써 보훈문화 창달과 나라사랑정신 함양에 이바지함을 목적으로 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002727&wlfareInfoReldBztpCd=02,부산광역시,사상구,부산광역시 사상구 주민복지국 복지정책과,방문,1회성,현금지급,노년,보훈대상자,"서민금융, 안전·위기",388,20250605
WLF00000296,참전유공자 명예수당 및 사망위로금 지급 ,참전의 명예를 높이고 군민의 애국애족 정신함양에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000296&wlfareInfoReldBztpCd=02,전라남도,장흥군,전라남도 장흥군 주민복지과,방문,월,현금지급,"노년, 중장년",보훈대상자,서민금융,310,20250605
WLF00000960,가스안전장치(타이머콕) 보급 지원사업,"가스안전 취약계층(65세 이상 독거노인, 장애인, 치매환자, 경로당 등)의 가스사고 예방을 위한 가스안전장치(타이머콕) 설치 지원",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000960&wlfareInfoReldBztpCd=02,인천광역시,,인천광역시 미래산업국 에너지산업과,,1회성,현물지급,,"장애인, 한부모·조손, 저소득",,732,20250605
WLF00000753,저소득주민 명절위문금 지급,생활이 어려운 저소득주민에게 위문금을 지급하여 소외감 해소 및 훈훈한 명절을 보낼 수 있도록 하고자 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000753&wlfareInfoReldBztpCd=02,서울특별시,구로구,서울특별시 구로구 복지지원국 생활보장과,,1회성,현금지급,,"보훈대상자, 저소득",서민금융,700,20250605
WLF00003010,한부모가족 난방비 지원,한부모가족의 난방비 지원으로 경제적 부담 해소 및 월동기 생활안정 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003010&wlfareInfoReldBztpCd=02,충청북도,,충청북도 양성평등가족정책관,,수시,현금지급,"청년, 중장년, 청소년",한부모·조손,서민금융,5826,20250605
WLF00003007,장애인 보장구 수리비 지원,거동불편 장애인이 사용하는 장애인보장구의 수리비용 지원으로 장애인의 이동 편의 제공 및 복지증진 도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003007&wlfareInfoReldBztpCd=02,경상남도,창원시,경상남도 창원시 복지여성보건국 노인장애인과,"방문, 전화",수시,기타,,"장애인, 저소득",,705,20250605
WLF00004284,출산장려금 지원,첫째아 이상 출산가정에 출산장려금을 지원함으로써 출산에 따른 비용 부담을  완화시키고 군포시민으로서의 자긍심을 고취시키고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004284&wlfareInfoReldBztpCd=02,경기도,군포시,경기도 군포시 생애복지국 여성가족과,"방문, 인터넷",1회성,현금지급,"중장년, 청년",,"입양·위탁, 서민금융",1501,20250605
WLF00000730,기초생활보장수급자 노인 생신축하금 지급,기초생활수급자(생계.의료급여)중 만65세이상 노인에게 생신축하금을 지원하여 소외감해소 및 경로효친사상을 고취하고자 함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000730&wlfareInfoReldBztpCd=02,서울특별시,구로구,서울특별시 구로구 복지지원국 생활보장과,,년,현금지급,,저소득,서민금융,716,20250605
WLF00003973,출산축하금 지원,출산율 저하에 따른 사회문제에 적극 대처하고 출산 친화적 사회분위기 조성  ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003973&wlfareInfoReldBztpCd=02,경기도,김포시,경기도 김포시 보건소 보건사업과,"방문, 인터넷",1회성,현금지급,"영유아, 임신 · 출산",,"서민금융, 임신·출산, 입양·위탁",2154,20250605
WLF00004257,출산.입양 장려금 지원,출산율 저하로 인한 인구감소와 인구노령화 현상 등 저출산 현상이 사회 문제로 대두됨에 따라 출산 분위기 조성과 국내 입양 활성화를 위해 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004257&wlfareInfoReldBztpCd=02,인천광역시,계양구,인천광역시 계양구 주민복지국 여성보육과,"방문, 인터넷",월,현금지급,"임신 · 출산, 영유아",,"서민금융, 임신·출산, 입양·위탁",1159,20250605
WLF00003605,4세대 이상 가정 효도수당 지원,4세대 이상이 함께 사는 가정에 효도수당을 지급함으로써 경로효친의 건전한 가족제도 정착과 지역사회의 효 문화 확산에 기여함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003605&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 문화복지국 노인장애인과,방문,분기,현금지급,노년,,서민금융,477,20250605
WLF00000157,"어버이날 기념행사 및 실버문화축제, 노인의 날 행사 지원",어버이날을 기념하여 어버이날 행사 및 실버 문화 축제 개최를 통한 경로효친 사상 전파,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000157&wlfareInfoReldBztpCd=02,충청남도,서천군,충청남도 서천군 행정복지국 인구정책과,,1회성,기타,노년,,,521,20250605
WLF00004429,독거노인 공동거주시설 지원,고령화 사회에서 홀로 외롭게 생활하는 노인들에게 편안하고 안정된 공동생활을 영위할 수 있도록 필요한 조치를 강구함으로써 활기찬 노후생활을 보장하고 노인복지증진에 기여함.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004429&wlfareInfoReldBztpCd=02,경상남도,거창군,경상남도 거창군 경제복지국 행복나눔과,방문,월,기타,노년,,,1136,20250605
WLF00001877,청각장애아동 달팽이관 수술비 지원,저소득 청각장애아동 인공달팽이관 이식 수술 지원으로 언어능력 향상과 장애인 가정의 의료비 부담 경감을 통해 안정적인 생활도모,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001877&wlfareInfoReldBztpCd=02,경상남도,창원시,경상남도 창원시 복지여성보건국 노인장애인과,방문,1회성,현금지급,"아동, 영유아","장애인, 저소득",서민금융,399,20250605
WLF00003088,"중증장애인세대위문(설,추석)",저소득주민의 생활안정 지원 ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003088&wlfareInfoReldBztpCd=02,경상남도,창원시,경상남도 창원시 복지여성보건국 노인장애인과,,반기,현금지급,"중장년, 청년, 청소년, 영유아, 아동, 노년",장애인,서민금융,496,20250605
WLF00001538,무연고 장제급여,무연고 사망자에 대한 장제비 지원(최대 80만원),https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001538&wlfareInfoReldBztpCd=02,인천광역시,계양구,인천광역시 계양구 주민복지국 복지정책과,"방문, 우편",수시,현금지급,,,서민금융,713,20250605
WLF00003349,출생아 건강보험 가입지원,우리 시 출생아에 대한 건강보험 가입 지원을 통해 육아 부담 경감 및 저출산 극복을 위한 사업입니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003349&wlfareInfoReldBztpCd=02,경기도,포천시,경기도 포천시 문화복지국 가족여성과,방문,월,프로그램/서비스(서비스),"아동, 영유아, 임신 · 출산",,임신·출산,444,20250605
WLF00002879,참전명예수당 및 사망위로금 지원,6.25 및 월남전 참전유공자의 숭공한 희생정신을 선양하고 보훈대상자가 존경받는 사회풍토 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002879&wlfareInfoReldBztpCd=02,대구광역시,군위군,대구광역시 군위군 주민복지실,방문,월,현금지급,노년,보훈대상자,서민금융,1966,20250605
WLF00003706,재해구호,이재민 구호,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003706&wlfareInfoReldBztpCd=02,경기도,화성시,경기도 화성시 시민복지국 복지정책과,,1회성,기타,"영유아, 아동, 노년, 중장년, 청소년, 청년",,,391,20250605
WLF00000501,장애인활동지원 시 추가,"장애인활동지원사업(보건복지부) 및 장애인도우미지원사업(경상남도) 대상자(독거 및 준독거) 중 3개월 이상 서비스 시간을 모두 활용하고도 시간이 부족한 대상자로 시추가 산정기준에 해당하는 자에게 지원
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000501&wlfareInfoReldBztpCd=02,경상남도,거제시,경상남도 거제시 복지국 노인장애인과,방문,월,전자바우처(바우처),"아동, 영유아, 노년, 청년, 중장년, 청소년",장애인,,468,20250605
WLF00000928,무연고사망자 장의비 지원,무연고사망자 장의비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000928&wlfareInfoReldBztpCd=02,부산광역시,강서구,부산광역시 강서구 복지환경국 생활지원과,,1회성,현금지급,"영유아, 아동, 노년, 청소년, 청년, 중장년",,서민금융,301,20250605
WLF00000965,지역일자리창출지원(동특화사업),"- 동 행정복지센터의 실정에 맞는 특화사업을 공공일자리사업과 연계하여 취약계층에게 안정적 일자리 제공하고 지역경제를 활성화
- 도시전체에 꽃밭을 조성하여 도시 이미지 개선 및 관광산업과 연계
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000965&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 기획경제실 노동일자리과,,월,현금지급,"노년, 중장년, 청년",,"일자리, 서민금융",630,20250605
WLF00002478,장애인가정 출산장려금 지원,"장애인 가정의 출산 시 산모 및 신생아의 건강관리와 장애인 가정의 생활안정에 도움을 줌
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002478&wlfareInfoReldBztpCd=02,경기도,안양시,경기도 안양시 복지문화국 장애인복지과,방문,수시,현금지급,"청년, 중장년, 임신 · 출산",장애인,"임신·출산, 서민금융",668,20250605
WLF00002090,독립유공자 가족 위문,"   * 조국의 독립을 위해 희생하거나 공헌하신 분들의 숭고한 정신을 선양
   * 관내에 거주하는 독립유공자 유족 위문을 통한 생활안정 및 복지향상에 기여",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002090&wlfareInfoReldBztpCd=02,전라남도,장흥군,전라남도 장흥군 주민복지과,,수시,현물지급,,보훈대상자,,232,20250605
WLF00001601,국가유공자 위문,국가유공자 및 보훈단체 명예 증진,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001601&wlfareInfoReldBztpCd=02,경기도,김포시,경기도 김포시 복지국 복지정책과,방문,월,현금지급,,보훈대상자,서민금융,650,20250605
WLF00000437,행려자 보호(의료 및 구호비),"관내에서 발생하는 무연고 행려자에 대한 행정조치
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000437&wlfareInfoReldBztpCd=02,경상북도,경산시,경상북도 경산시 복지문화국 복지정책과,,1회성,기타,,,,316,20250605
WLF00001419,효 가정 지원,4대 이상이 함께사는 가정에 효도수당을 지급함으로써 경로효친의 건전한 가족제도 정착과 지역사회의 효 문화확산에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001419&wlfareInfoReldBztpCd=02,경기도,고양시,경기도 고양시 사회복지국 노인복지과,방문,월,현금지급,노년,,서민금융,633,20250605
WLF00003338,장애인가정 출산지원금 지원,장애인가정 산모와 신생아의 건강 및 양육환경을 향상시켜 저출산 시대의 사회적 문제해소와 장애인 가정의 생활안정 및 사회적 통합에 기여하기 위하여 출산지원금 지급에 필요한 사항을 규정함을 목적으로 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003338&wlfareInfoReldBztpCd=02,경상남도,거제시,경상남도 거제시 복지국 노인장애인과,방문,1회성,현금지급,"임신 · 출산, 청년, 중장년",장애인,"서민금융, 임신·출산",738,20250605
WLF00003732,저소득 주민(노인) 건강보험료 지원,저소득노인세대에 건강보험료를 지원함으로 의료서비스 제공 및 노후생활 안정에 기여하고자함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003732&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 문화복지국 노인장애인과,방문,월,현금지급,노년,,서민금융,330,20250605
WLF00003708,장수 축하물품 지원사업,"장수노인에게 축하물품을 지원하여 무병장수를 기원하고 사회,정서적 유대감을 높이고자함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003708&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 문화복지국 노인장애인과,,수시,현물지급,노년,,,544,20250605
WLF00003709,장수수당 지원사업,장수노인에게 장수수당을 지원하여 노후생활의 안정을 도모하기 위함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003709&wlfareInfoReldBztpCd=02,충청북도,제천시,충청북도 제천시 문화복지국 노인장애인과,방문,분기,현금지급,노년,,서민금융,1032,20250605
WLF00002158,저소득주민 국민건강보험료 지원,의료 사각지대에 놓여 있는 저소득 노인 및 장애인에게 건강보험료 등을 지원함으로써 실질적인 복지혜택을 제공하고 더불어 사는 사회분위기 조성,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002158&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 기초복지과,방문,월,기타,노년,"장애인, 저소득",,696,20250605
WLF00002224,저소득주민 명절위문금 지급,저소득주민의 최저생활 수준 충족을 위해 법정급여외 명절위문금 지급,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002224&wlfareInfoReldBztpCd=02,서울특별시,강남구,서울특별시 강남구 복지생활국 사회보장과,,년,현금지급,,"한부모·조손, 저소득",서민금융,2453,20250605
WLF00004532,화장장려 보조,화장 문화 장려,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004532&wlfareInfoReldBztpCd=02,경상남도,거창군,경상남도 거창군 경제복지국 행복나눔과,방문,수시,현금지급,,,서민금융,1161,20250605
WLF00002159,저소득주민 명절 위문 (기초수급자),"  민족 고유의 명절을 맞이하여 기초생활보장수급자 세대에게  명절위문금을 전달하여 훈훈한 명절을 보낼 수 있도록 지원하고자 함
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002159&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 기초복지과,,1회성,현금지급,"노년, 아동, 영유아, 청소년, 중장년, 청년","저소득, 장애인",서민금융,801,20250605
WLF00001001,중증 재가 장애인 밑반찬 지원,"복지 사각지대에 있는 저소득 독고 장애인 가구에게 맞춤형 무료 밑반찬 제공사업을 추진하여
장애인의 복지증진에 기여",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001001&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 어르신장애인복지과,,주,현물지급,"청년, 중장년, 노년",장애인,안전·위기,388,20250605
WLF00000999,시각장애인을 위한 도서 녹음사업 운영,"시각장애인을 위해 실시하는 도서녹음사업의 행정수요 증가에 따라 안정적이고 체계적으로 녹음실을 운영하고자 함.
",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000999&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 어르신장애인복지과,,수시,현물대여,,장애인,서민금융,410,20250605
WLF00002445,국가유공자위문,국가유공자위문,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00002445&wlfareInfoReldBztpCd=02,서울특별시,성동구,서울특별시 성동구 복지국 복지정책과,방문,월,현금지급,"노년, 중장년",보훈대상자,서민금융,249,20250605
WLF00005919,안산시 다자녀 가정 렌터카 지원 사업(넷째아 이상 다자녀 가정 차량(대여) 지원 사업),"다자녀 가정의 이동 편의를 지원하여 가족 단위 여가 활동 활성화에 기여하고, 가족친화 사회환경 조성 및 경제적 부담 경감하여 출산·양육하기 좋은 환경을 조성하기 위한 사업입니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005919&wlfareInfoReldBztpCd=02,경기도,안산시,경기도 안산시 복지국 통합돌봄과,인터넷,1회성,현물대여,,다자녀,서민금융,151,20250603
WLF00005916,광양시 대상포진 예방접종사업 추진,대상포진 예방접종 백신비 지원으로 경제적 부담 경감 및 접종률 제고로 지역주민 건강증진 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005916&wlfareInfoReldBztpCd=02,전라남도,광양시,전라남도 광양시 보건소 보건행정과,방문,년,기타,노년,,,110,20250603
WLF00005917,오산시 화장장려금 지원,오산시 관내에 화장시설이 없어 타 지역 화장시설을 이용하는 오산시민이 인근 지역에 비해 상대적으로 고비용의 화장료로 이용하여 경제적인 부담을 완화하고 장묘문화의 개선을 도모하고자 화장장려금을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005917&wlfareInfoReldBztpCd=02,경기도,오산시,경기도 오산시 복지교육국 노인장애인과,"방문, 우편, 팩스, E-mail",1회성,현금지급,,,"서민금융, 안전·위기",112,20250603
WLF00005915,한부모가족 소망드림통장 지원사업,"한부모가족에게 자립희망의 소망드림통장 사업을  추진하여 아동의 자활 및 가구 전체의 자립을 지원, 건강한 지역사회구성원으로서 성장할 수 있도록 지원하고자 함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005915&wlfareInfoReldBztpCd=02,부산광역시,수영구,부산광역시 수영구 복지환경국 가족행복과,방문,월,현금지급,청소년,한부모·조손,서민금융,1281,20250603
WLF00005914,노인활동보조기 지원사업,노인활동보조기 지원으로 저소득 거동불편노인 일상생활 활동지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005914&wlfareInfoReldBztpCd=02,경상북도,김천시,경상북도 김천시 복지환경국 사회복지과,방문,1회성,현물지급,노년,,신체건강,71,20250603
WLF00005913,효행장려금 지급,아름다운 전통문화 유산인 효를 장려하고 지원하기 위해 효행장려금 지원을 통해 지역사회에 효문화 확산에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005913&wlfareInfoReldBztpCd=02,경상북도,김천시,경상북도 김천시 복지환경국 사회복지과,방문,반기,"현금지급, 기타",노년,,서민금융,92,20250603
WLF00005911,부산광역시 기장군 저소득 중증장애인 교통비 지원,저소득 중증장애인의 이동의 자유를 보장하고 사회 참여를 증진시키며 경제적 부담을 줄여 장애인 복지 증진에 기여,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005911&wlfareInfoReldBztpCd=02,부산광역시,기장군,부산광역시 기장군 복지교육국 노인장애인복지과,방문,분기,현금지급,,"한부모·조손, 저소득, 장애인",서민금융,57,20250603
WLF00005909,장수축하물품 지원 사업,100세 이상 어르신들에게 사회적 지원을 통해 어르신들의 장수를 기원하고 경로효친의 사회적 분위기를 조성하여 어르신 복지 증진에 이바지하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005909&wlfareInfoReldBztpCd=02,서울특별시,강북구,서울특별시 강북구 복지국 어르신·장애인과,방문,1회성,현물지급,노년,,,62,20250603
WLF00005907,저소득 한부모가족 생활안정지원금,"복지의 달 및 추석 명절을 맞이하여 한부모가족 중 생활에 어려움이 있고, 자활의지가 높은 모범가정에 대하여 생활안정지원금을 
지급함으로써 생활안정을 도모하고 건강한 가정을 구현하고자 함.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005907&wlfareInfoReldBztpCd=02,부산광역시,수영구,부산광역시 수영구 복지환경국 가족행복과,,년,현금지급,,한부모·조손,서민금융,884,20250603
WLF00005906,나만의 결혼식 지원,인천 소재 공공예식장을 활용하여 무료 대관 및 결혼식 비용 일부를 지원하여 예비부부의 경제적 부담을 해소하고 결혼문화를 확산하고자 함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005906&wlfareInfoReldBztpCd=02,인천광역시,,인천광역시 여성가족국,인터넷,1회성,현금지급,청년,,서민금융,357,20250603
WLF00005905,당진시 노인 목욕비 및 이미용비 지원,당진시 거주하는 취약계층 어르신들의 주기적인 위생관리 지원으로 건강하고 쾌적한 노후생활을 영위할 수 있도록 목욕 및 이미용비 지원,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005905&wlfareInfoReldBztpCd=02,충청남도,당진시,충청남도 당진시 문화복지국 경로장애인과,방문,분기,실물바우처,노년,저소득,,75,20250603
WLF00005903,산후조리비용 지원사업,"❍ 인구소멸 대응 및 저출산 극복을 위한 제도적 지원
 - 지속적으로 인구 및 출생아 수의 감소가 이어지고 있어 정주여건을 개선하고 지역의 활력을 도모하기 
   위해 인구 소멸 대응의 일환으로 출산 산모에 일정비용을 지원하여 산모와 아기의 신체적·정신적
   빠른 회복을 위함",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005903&wlfareInfoReldBztpCd=02,인천광역시,동구,인천광역시 동구 보건소 건강증진과,방문,1회성,현금지급,"임신 · 출산, 청소년, 청년, 중장년",,"임신·출산, 서민금융",342,20250603
WLF00005904,취약계측 주건환경개선서비스 지원사업,"- 주거 내외부 안전 환보 및 쾌적한 환경개선
- 도배 장판 교체, 창호, 샷시, 싱크대, 화장실 및 욕실 보수등 주건환경 전반
- 열악한 주거환경에서 생활하는 취약계층 가구의 주거환경개선으로 쾌적한
  환경에서의 생활안정과 삶의 질 향상",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005904&wlfareInfoReldBztpCd=02,충청북도,영동군,충청북도 영동군 행정관광복지국 주민복지과,방문,수시,현금지급,,저소득,서민금융,98,20250603
WLF00005902,둘째자녀 출산지원금,지역의 출산율 저하로 인한 인구감소와 고령화 등의 사회문제에 적극 대처하기 위함,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005902&wlfareInfoReldBztpCd=02,부산광역시,기장군,부산광역시 기장군 복지교육국 가족복지과,방문,1회성,현금지급,"영유아, 임신 · 출산",,"서민금융, 임신·출산",102,20250603
WLF00005901,귀어 사랑방 운영,귀어준비 전 귀어귀촌 정착지 및 업종 탐색 기회 제공을 위해 귀어희망인의 임시거처를 확보 필요,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005901&wlfareInfoReldBztpCd=02,경상남도,,경상남도 해양수산국 어촌발전과,"전화, 방문",년,"기타, 현금지급","청년, 중장년",,서민금융,134,20250603
