서비스ID,서비스명,서비스 요약,상세 링크,소관기관,대표연락처,신청가능여부,주소,태그,시작일,종료일,진행상태,INTRS_THEMA_CD,FMLY_CIRC_CD,BKJR_LFTM_CYC_CD,WLFARE_INFO_AGGRP_CD,카테고리,사업상태,사업기간,연락처,이메일,사업목적,지원대상,지원내용,신청방법,제출서류
BOK00000977,밀알복지재단 신장이식수술비지원사업,"경제적 어려움으로 신장이식수술비 마련에 어려움을 겪고 있는 저소득 신장장애인에게 수술비를 지원하여 건강을 회복하고, 경제적으로 자립할 수 있도록 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000977&wlfareInfoReldBztpCd=03,사회복지법인 밀알복지재단,,, ,,20250602,20260228,진행중,신체건강,"저소득,장애인","노년,중장년,청년,청소년",,생계지원,,,,,"경제적 어려움으로 신장이식수술비 마련에 어려움을 겪고 있는 저소득 신장장애인에게 수술비를 지원하여 건강을 회복하고, 경제적으로 자립할 수 있도록 지원합니다.","기초생활수급자 및 차상위계층, 중위소득 70% 이하 저소득층 신장장애인 중 수술 일정이 확정된 대상자","- 기초생활수급자, 차상위계층: 신장이식수술비 최대 500만원 지원
- 중위소득 70% 이하 저소득계층: 신장이식수술비 최대 400만원 지원
- 지원한도 내 잔액발생 시 공여자 수술비로 지원가능",신장이식수술비지원사업 신청서 작성 후 이메일 접수(miral9135@miral.org),"- 신장이식수술지원사업 지원신청서 및 개인정보제공동의서 각 1부(붙임1, 2)
- 증빙서류 (3개월 내 발행본)
  ① 주민등록등본 1부    
  ② 소득증명서류 1부(수급자증명서, 차상위계층증명서, 건강보험료납부확인서 중 택1)
     ※ 건강보험료납부확인서는 작년도 및 당해년도 납부확인서로 가구원 소득발생자 모두 제출(미납자는 ‘납부고지서’로 대체)
  ③ 주거증명서류(임대차 계약서, 무료임대확인서, 등기부등본 중 택 1)
  ④ 의료증명서류(장애인 증명서, 의료진단서, 의사소견서 중 택1) 
- 선택서류
  ⑤ 세대 구성원 중 질병 및 장애가 있을 경우 증빙서류제출 (④ 의료증명서류)
  ⑥ 부채증명원 1부 (부채가 있는 경우)"
BOK00000947,클린하우스에서 리스타트!,"아동·청소년기에 아동 학대와 부모 방임, 가정 해체 등의 위기 상황으로 인한  보호의 사각지대에 방치되어 쓰레기집에서 생활하는 고위기 청(소)년에게 1:1 맞춤형 사례관리 제공과 일상 회복, 사회로의 안전한 복귀를 지원합니다. ",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000947&wlfareInfoReldBztpCd=03,(재)청소년행복재단,,, ,,20250203,20251231,진행중,주거,저소득,"청소년,아동,청년","19~39세,13~18세",생계지원,,,,,"아동·청소년기에 아동 학대와 부모 방임, 가정 해체 등의 위기 상황으로 인한  보호의 사각지대에 방치되어 쓰레기집에서 생활하는 고위기 청(소)년에게 1:1 맞춤형 사례관리 제공과 일상 회복, 사회로의 안전한 복귀를 지원합니다.","만 24세 이하, 쓰레기집에서 생활하는 고위기 청(소)년 10명
* (공통) 서울, 경기, 인천에 거주하면서 현 상태를 벗어나고자 하는 ‘욕구’와 ‘희망’을 가지고 단계적 지원에 성실히 참여하여 일상회복 및 사회복귀를 희망하는 청(소)년 중 아동양육시설, 아동보호치료시설, 청소년회복지원시설, 청소년 쉼터 등을 경험한 청(소)년과 일반 취약계층 청(소)년
※ 만 24세 이상의 경우, 대상자의 시급성과 정부 지원 여부(사각지대 등), 자립 의지 등을 종합적으로 고려하여 선정할 수 있음","(1단계_위기극복)
∙ 쓰레기집 특수 청소 및 임시거처 지원
∙ 공간개선(도배/장판, 가전/가구, 생필품, 추가 수리 등) 지원
∙ 긴급생활(세탁비, 미납 월세 및 공과금 등) 지원

(2단계_회복성장)
∙ 사회복지사 1:1 맞춤형 사례관리 및 생활공간 모니터링 지원
∙ 정신건강 돌봄(정신건강 의료비 및 상담치료비 등) 지원
∙ 클린캠프(마음돌봄, 체험활동 등) 지원

(3단계_기회제공)
∙ 교육 훈련(검정고시, 자격증, 상급학교 진학 등) 지원
∙ 자립 컨설팅(진로탐색, 일경험, 퍼스널컬러, 외모관리, 양복비 등) 지원

※ 지원 대상자의 일상회복을 지속·독려하고자 사업 종료 후 1년 이상 사후관리 서비스 제공","홈페이지 내 신청서 [양식]을 통한 신청
신청기간 : 2025. 2. 3.(월) ~ 모집 마감시까지
제출메일 : aloysius0801@withjoy.or.kr","➊ 클린하우스에서 리스타트! 신청서 1부(양식 붙임2 확인)
➋ 소속 기관 보호종료확인서&재원사실확인서 1부
➌ 주택 계약서 1부(실거주 확인)"
BOK00000974,학대피해아동 맞춤형지원사업,아동시설에 거주중인 학대피해아동에게 트라우마 치료를 위한 맞춤형 서비스(생활/정서/교육/의료비)를 제공함으로써 아동의 회복과 건강한 성장을 도모하고자 합니다. ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000974&wlfareInfoReldBztpCd=03,대한사회복지회,,, ,,20250512,20251231,진행중,"생활지원,교육,정신건강,신체건강,보호·돌봄,안전·위기",저소득,"영유아,청소년,아동","6~12세,13~18세,19~39세,0~5세",아동지원,,,,,아동시설에 거주중인 학대피해아동에게 트라우마 치료를 위한 맞춤형 서비스(생활/정서/교육/의료비)를 제공함으로써 아동의 회복과 건강한 성장을 도모하고자 합니다.,아동생활시설에 거주중인 만 18세 미만 학대피해아동,아동생활시설에 거주중인 학대피해아동에게 맞춤형 서비스(생활/정서/교육/의료비)제공,"- 이메일 접수 : apply@kws.or.kr
 * 신청서류 일체 발송, 메일 발송 시, '예: 학대피해아동지원사업_기관명' 제목으로 발송

- 사업신청(이메일) 후, 선정심사를 통해 선정 발표(매월 중순), 선정 관련 별도 안내","- 사업신청 공문
  - 사업신청서 1부.
  - 신청명단 1부. 
  - 개인정보동의서 1부. 
  - 아동보호사실확인서(시설입소확인서) 1부. 
  - 사업자등록증 또는 고유번호증 사본 1부."
BOK00000971,2025 서울문자통역 서비스,의사소통 지원이 필요한 서울 시민 농난청인(청각장애인)에게 무료로 문자통역(속기) 서비스를 제공합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000971&wlfareInfoReldBztpCd=03,에이유디 사회적협동조합,,, ,,20250224,20251231,진행중,문화·여가,장애인,청년,,일자리,,,,,의사소통 지원이 필요한 서울 시민 농난청인(청각장애인)에게 무료로 문자통역(속기) 서비스를 제공합니다.,서울시 거주자이면서 청각장애인으로 등록된 자,"1인당 27시간의 무료 문자통역을 제공합니다. 

- 교육 문자통역 지원 : 취업, 학원, 자격증, 동아리, 스터디 강의 등
- 직무 활동 문자통역 지원 : 사내교육, 회의, 워크숍 등
- 기타 문자통역 지원 : 자기계발, 교양, 문화 활동 등 
- 녹취록(한글파일) 제작 : 유튜브, 팟캐스트 등","1. 앱스토어/플레이스토어에서 'SOTONG 소통' 다운로드 
2. 가입하기 
* 농난청인 - 서울 선택 
* 서울시 거주 및 청각장애인 유형이 보이는 복지카드 1부 혹은 장애인증명서 업로드 
3. 문자통역 신청하기
4. 문자통역사 직접 선택하기",서울시 거주 및 청각장애인 유형을 증명할 수 있는 복지카드 1부 혹은 장애인증명서 업로드
BOK00000953,한부모가정 청소년해외자원봉사단 'DREAM-TEENS',"한부모가정 청소년들이 자신의 역량을 깨닫고, 이를 기반으로 더 큰 꿈을 꿀 수 있도록 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000953&wlfareInfoReldBztpCd=03,홀트아동복지회,,, ,,20250310,20250930,진행중,"문화·여가,정신건강","저소득,한부모·조손",청소년,,아동지원,,,,,"한부모가정 청소년들이 자신의 역량을 깨닫고, 이를 기반으로 더 큰 꿈을 꿀 수 있도록 지원합니다.","2007. 1. 1~ 2012. 7. 27에 출생한 청소년(중등 1학년 ~ 고등 3학년) 10명
- 기준중위소득 150%이하","- 현지해외봉사활동 지원
- 세계시민교육, 화상교류활동 지원
- 문화교류활동 지원",홀트아동복지회 홈페이지 [참여/신청] → [지원사업] → 한부모가정 청소년해외자원봉사단 'DREAM-TEENS' 참가자 모집 → [신청하기] 클릭하여 신청서 작성 및 제출,"1. 참가신청서 1부
2. 자기소개서 1부
3. 개인정보 수집·이용 동의서 1부
4. 초상권동의서 1부
5. 성실서약서(청소년용) 1부
6. 질병확인서(청소년용) 1부
7. 보호자의견서 1부
8. 보호자동의서 1부
9. 혼인관계증명서(상세) 1부
10. 주민등록등본 1부
11. 소득증빙서류 1부

※ 서류 제출 사이트에서 모두 취합하여 제출
※ 모든 서류는 신청일 기준 3개월 이내 발급본만 가능
※ 소득증빙서류의 경우 수급자 증명서, 차상위복지사업대상자 증명서, 한부모가족증명서, 건강보험료 납부확인서 중 1부 제출"
BOK00000956,2025년 장애가정아동 성장멘토링 ,"우정사업본부와 우체국공익재단이 지원하고 한국장애인재활협회가 공동수행하는 사업으로, 대학생 멘토와 1:1로 매칭되어 저소득장애가정 아이들이 건강한 어린이로 성장할 수 있도록 기반을 강화하는 사업입니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000956&wlfareInfoReldBztpCd=03,강원특별자치도장애인재활협회,,, ,,20250401,20251130,진행중,"문화·여가,에너지,교육,신체건강,정신건강",장애인,"청소년,아동",,아동지원,,,,,"우정사업본부와 우체국공익재단이 지원하고 한국장애인재활협회가 공동수행하는 사업으로, 대학생 멘토와 1:1로 매칭되어 저소득장애가정 아이들이 건강한 어린이로 성장할 수 있도록 기반을 강화하는 사업입니다.","춘천, 원주에 거주하는 저소득 장애가정 아동(7~14세)
*(조)부모 1인 이상이 장애 또는 본인장애를 가지고 있으며 기초생활 수급자 및 중위소득 100% 이내 이내의 장애가정아동","- 인바디 건강검진(연 2회)
- 학습지원 및 건강관리(1일 2시간, 연 20회)
- 교재지원(연 2회)
- 문화체험(연 4회)
- 1박 2일 캠프(연 1회)
- 우체국 통장에 1만원 입금 시 매칭입금(8회)
- 이외 단체활동: 발대식(1회)/보호자간담회(1회)/종결식(1회)","강원특별자치도장애인재활협회 홈페이지(http://www.gwrd.or.kr) 공지사항 확인 후, 이메일 접수(master@kwrd.or.kr)","1. 성장멘토링 멘티 신청서 (첨부파일 확인)
2. 개인정보수집‧이용동의서 (첨부파일 확인)
3. 수급자증명서 또는 건강보험료납부확인서
4. 장애인증명서 또는 장애인복지카드(앞/뒤) 사본
5. 주민등록등본(3개월 이내)"
BOK00000958,청소년 미혼모 밀착사례관리 '아낌없이주는나무',청소년미혼모가 아이와 함께 건강한 삶을 영위할 수 있는 환경 조성을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000958&wlfareInfoReldBztpCd=03,금순한부모상담소,,, ,,20250301,20251231,진행중,"생활지원,교육,법률,정신건강,일자리,임신·출산","한부모·조손,저소득","임신 · 출산,청소년",,생계지원,,,,,청소년미혼모가 아이와 함께 건강한 삶을 영위할 수 있는 환경 조성을 도모합니다.,"①자립로드맵 : 밀착통합사례관리
- 자립 의지가 있는 청소년미혼모(만 24세까지), 10대 청소년부부

②긴급케어 : 맞춤형 일시지원
- 청소년미혼모(만 24세까지)","①자립로드맵 : 밀착통합사례관리
생계, 의료, 양육, 임신출산, 심리정서, 멘토링, 교육, 취업, 문화체험 등 지속적인 소통을 바탕으로 맞춤형 사례 지원

②긴급케어 : 맞춤형 일시지원
긴급생계비, 출산비, 의료비, 양육물품 등 필요한 상황에 따라 일시적 지원",홈페이지 상담신청,지원 결정 후 안내
BOK00000948,한부모가족지원사업 '트라이앵글 프로젝트',"한부모·청소년가정의 경제·정서적 안정, 위기 대응, 자녀 양육 자신감 증진을 지원하고, 통합사례관리를 통해 삶의 질 개선 및 자립을 도모합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000948&wlfareInfoReldBztpCd=03,금순한부모상담소,,, ,,20250101,20251231,진행중,"생활지원,주거,보호·돌봄,법률,정신건강,안전·위기,임신·출산","저소득,한부모·조손","임신 · 출산,청년,청소년",,아동지원,,,,,"한부모·청소년가정의 경제·정서적 안정, 위기 대응, 자녀 양육 자신감 증진을 지원하고, 통합사례관리를 통해 삶의 질 개선 및 자립을 도모합니다.",7세 이하의 자녀를 양육하는 한부모 및 청소년가정,"통합사례지원을 통한 개인별 맞춤형 지원
7개의 자립로드맵 운영 (긴급위기지원, 임신출산지원, 의료비지원, 양육지원, 심리정서지원, 느린학습자지원, 라이프코칭)",홈페이지 상담신청,지원 결정 후 안내에 따라 첨부서류 제출
BOK00000820,저소득층 및 취약계층 의료비지원사업,"저소득층, 취약계층 등 복지 사각지대의 사회적 배려계층에게 의료비를 지원하여 건강한 삶을 회복하고 사회구성원으로 복귀할 수 있도록 합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000820&wlfareInfoReldBztpCd=03,사회적협동조합 보아스사회공헌재단,,, ,,20250101,20251231,진행중,신체건강,저소득,"청소년,중장년,노년,청년,아동,영유아",,돌봄·보호,,,,,"저소득층, 취약계층 등 복지 사각지대의 사회적 배려계층에게 의료비를 지원하여 건강한 삶을 회복하고 사회구성원으로 복귀할 수 있도록 합니다.","1. 기초생활수급자
2. 차상위계층
3. 건강보험가입자 중 취약계층(중위소득 100% 이하)","* 지원내용
- 4개 과목, 20여개 항목의 치료비(수술비) 및 검진비 지원
- 치과, 정형외과, 이비인후과, 내과 등 4개 과목
- 1회 검진비 및 1회 수술비 지원(과목별)
- 치과는 총 금액에 따른 비율지원(부분지원)

* 지원제외
- 대상자 선정 이전에 발생한 검사비, 진료비 및 수술비
- 지원 대상으로 선정된 내용과 관련 없는 검사비, 치료비, 입원비 등
- 상급병실료, 통원치료비 (수술 이후)
- 약제비, 간병비, 보조기구 등","* 보아스사회공헌재단 의료비지원 모바일 플랫폼(앱) '보리' 를 통해 개인이 신청
1. 지원을 원하는 과목 선택
2. 지원 대상자의 거주자 항목을 선택(예: 정형외과는 정형외과 서울거주자, 정형외과 경기 거주자로 신청)
3. 치과는 치료를 원하는 병원을 선택
4. 신청자 인적사항 및 서류 제출
5. 신청 완료 확인(마이페이지)

*아래와 같이 개인이 '보리' 앱 이용이 어려운 경우, 기관대행 신청 가능 (기관 추천서 필요)
- 대상자가 장애, 기타 건강상의 이유로 본인 신청 및 소통이 불가한 경우
- 대상자가 고령으로 앱 서비스 이용 및 이해가 어려운 경우
- 대상자가 아동복지 및 보호 시설 대상자인 경우(미성년 대상자의 경우만 해당)","1. 기초생활수급자
- 주민등록등본 1부/ 수급자 증명서 1부
2. 차상위계층
- 주민등록등본 1부/ 차상위계층 증명서 1부
3. 건강보험 가입자 (직장, 지역)
- 주민등록등본 1부/ 건강보험납부확인서(최근 6개월) 1부/ 건강보험자격확인(통보)서 1부
- 주민등록등본상으로 같이 거주하는 피보험자 동일
* 등본상 같이 거주하지 않는 피보험자의 경우 추가 제출: 보험자 주민등록등본 1부/가족관계증명서 1부
* 기초연금수급 대상자의 경우 추가 제출 : 기초연금 수급자 확인서 1부

* 건강보험 가입자 (외국인)
- 외국인등록 사실증명(동반가족 내용 포함) 1부/건강보험납부확인서(최근 6개월) 1부/ 건강보험자격확인(통보)서 1부
- 소득금액증명원 (최근 2년) 1부"
BOK00000959,한부모정서지원프로그램 '당신의 마음봄',"심리적 지지가 필요한 한부모, 청소년가정을 위한 심리정서지원 프로그램 제공합니다. ",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000959&wlfareInfoReldBztpCd=03,금순한부모상담소,,, ,,20250101,20251231,진행중,정신건강,"저소득,한부모·조손,다자녀","중장년,청년,임신 · 출산,청소년",,아동지원,,,,,"심리적 지지가 필요한 한부모, 청소년가정을 위한 심리정서지원 프로그램 제공합니다.","①일반과정
심리적 지지가 필요한 한부모 및 청소년가정
②심화과정
일반과정 수료자 중 선별","①일반과정
-치유활동가의 공감적 지지를 통한 정서적 안정 및 자존감 회복
-프로그램 진행 중 아이돌봄 지원
-총 3회기 진행(1회기 당 3회)

②심화과정
-멘토와의 슈퍼비전 진행 
-치유활동가 교육 및 수료",홈페이지 상담신청,지원 결정 후 첨부서류 안내에 따라 제출
BOK00000941,예술인생활안정자금(융자),예술인생활안정자금(융자) 사업은 제도권 금융서비스를 충분히 누리지 못하는 예술인의 창작환경 개선과 생활 기반 마련을 지원하는 저금리 대출제도입니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000941&wlfareInfoReldBztpCd=03,한국예술인복지재단,,, ,,20250201,20251231,진행중,"생활지원,주거,서민금융",저소득,"노년,중장년,청년","65세이상,19~39세,40~64세",주거지원,,,,,예술인생활안정자금(융자) 사업은 제도권 금융서비스를 충분히 누리지 못하는 예술인의 창작환경 개선과 생활 기반 마련을 지원하는 저금리 대출제도입니다.,"• 신청일 현재 「예술인복지법」 상 예술활동증명을 완료한 예술인(대출금 지급까지 한국신용정보원의 일반신용정보관리규약에 따라 이상이 없는 경우)
• 제한조건: 미성년자(만 19세 미만), 신진예술인, 재외국민 등","[생활안정자금대출]
• 대출한도: 최고 700만원 이내(긴급생활자금은 최고 500만원까지)
• 대출금리: 연 2.5%(분기별 변동, 연체 시 3% 가산)
• 대출기간: 3년 또는 4년(원리금 균등분할상환)
 * (3년 선택 시) 비거치+원리금상환기간3년, (4년 선택 시) 거치 1년+원리금상환기간3년
• 대출조건: 의료비, 부모요양비, 장례비, 결혼자금, 긴급생활자금
 * 긴급생활자금은 직전년도 기준 소득금액증명원 상 소득 2,000만원 이하

[전세자금대출]
• 대출한도: 최고 1억원 이내(임차보증금의 80% 이내)
• 대출금리: 연 1.95%(분기별 변동, 연체 시 3% 가산)
• 대출기간: 2년 만기 일시 상환(동일주택 3회 연장 가능, 최장 8년)
• 대출조건: 직전년도 개인소득이 중위소득의 120% 이하(‘25년 기준 3,444만원)","• 생활안정자금대출: 매월 1~10일 온라인 접수(www.artloan.kr)
• 전세자금대출: 사업 공고 확인 후 한국예술인복지재단 3층 융자상담실 내방 접수(방문 전 예약 필수)",• 상품별 준비서류는 예술인생활안정자금(융자) 사업 누리집(www.artloan.kr)을 통해 확인하시기 바랍니다.
BOK00000883,의료생활비지원사업,과도한 의료비를 지출하고 생활에 어려움을 겪는 분들을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000883&wlfareInfoReldBztpCd=03,세이브시니어재단,,, ,,20250101,20251231,진행중,"생활지원,신체건강",저소득,"중장년,노년","65세이상,19~39세,40~64세",생계지원,,,,,과도한 의료비를 지출하고 생활에 어려움을 겪는 분들을 지원합니다.,중위소득 180% 이하,생활비(의료비) 지출액의 10%~25% 범위에서 지원합니다. (기초생활수급자는 추가지원 가능),재단 홈페이지의 '의료생활비 지원신청하기' 이용,"1. 기본 구비서류
- 의료생활비지원 신청서
- 개인정보수집 및 이용제공동의서
- 진료비내역서(영수증)

2. 추가 구비서류 (선 순위 심사를 위한 서류)
- 중위소득 판정서류(주민등록등본, 건강보험납부확인서, 주민등록등본상 가족의 건강보험납부확인서)
- 기초생활수급자, 기초연금수급자, 장애인, 차상위계층, 한부모가정 증명서"
BOK00000939,2025년 자립준비청년을 위한 리스타트 금융교육,자립을 준비하는 청년들에게 실생활에 필요한 자산 운용 교육(사회적 금융교육)을 진행하여 스스로 자립할 수 있는 역량을 키우고자 합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000939&wlfareInfoReldBztpCd=03,청년네트워크 지오이드,,, ,,20250114,20251231,진행중,"생활지원,교육,서민금융",저소득,청년,"13~18세,19~39세",아동지원,,,,,자립을 준비하는 청년들에게 실생활에 필요한 자산 운용 교육(사회적 금융교육)을 진행하여 스스로 자립할 수 있는 역량을 키우고자 합니다.,"- 자립준비청년 100명 (아동복지법에 일부 개정된 아동복지시설로 보호연장확인서 또는 보호종료예정 확인서 가능 한 자 )
>> 아동복지시설의 종류  중 생활시설  : 아동양육시설, 아동일시보호시설, 자립지원시설 ,공동생활가정 (아동그룹홈) ,학대피해아동쉼터 
- 보호종료 & 보호연장 모두 지원 가능
- 만 18세~27세(2007년 1월 생 ~1998년 1월 생 부터 )  *네이버 만나이 계산기 참고
- 전국 모든 지역 가능  (서울, 경기, 인천, 대전, 대구, 부산, 울산, 광주, 강원도, 전남,전북, 경남, 경북, 충남, 충북, 제주 등) 
- 교육 장소는 참여자의 현재 거주하고 있는 KTX역 근거리 중심으로 배정 (서울, 경기, 인천은 서울에서 교육 진행) 
- 근거리에 KTX역에 없는 경우 근거리 광역도시 KTX역에서 교육 가능,  하루에 기차 운행 배차 시간이 15개 이하는 교육 불가능
- 22~24년도 사업 참여자 지원 가능","1.이론교육(4시간) : 금융교육 필수교육 5회 교육
2.Life 컨설팅(2시간) : 상담 외 선배의 경험을 공유를 통한 전략적 해결 방안 지원, 경험을 공유
3.자립활동비 60만원 지급",홈페이지 내 신청서 [서식]을 통한 지원,홈페이지 내 신청서 [서식]을 통한 지원
BOK00000926,다문화가족 인재DB,다문화가족의 인재 성장 및 사회참여 활성화를 위해 다문화가족 인재정보를 모집·활용하는 다문화가족 인재데이터베이스를 운영합니다. ,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=BOK00000926&wlfareInfoReldBztpCd=03,한국건강가정진흥원,,, ,,20240101,20991231,진행중,일자리,다문화·탈북민,"청년,청소년,중장년",,아동지원,,,,,다문화가족의 인재 성장 및 사회참여 활성화를 위해 다문화가족 인재정보를 모집·활용하는 다문화가족 인재데이터베이스를 운영합니다.,"1. 지원대상 : 다문화가족 중 아래 내용 해당자(자동등재 요건 충족 혹은 심의 진행)

 1) 결혼이민자 · 귀화자
  ○ 이중언어 인재
   - 유효기간 내의 TOPIK 6급 자격 소지자
   - 관련 직무종사자 · 경력자 : 이중언어코치 · 강사, 통번역전담인력, 가족다양성 이해교육 전문강사, 관광통역안내사, 다이음강사, 다누리콜센터 종사
  - 언어 관련 자격증 · 능력시험 취득자, 이중언어 관련 대회 수상자
  - 모국/한국 모두 대학 이상의 학위를 취득한 자
   ※ 위의 내용 중 한 항목 이상 해당할 경우 자동등재 대상임

2) 다문화청소년(만24세 이하)
 ○ 이중언어 인재
  - 언어 관련 자격증 · 능력시험 취득자, 이중언어 관련 대회 수상자
○ 다재다능 인재
  - 예술, 체육, 수 · 과학, 엔터테이먼트, 요리, 기술등의 관련 인증시험, 자격증 합격자 및 관련 대회, 올림피아드 수상자(교내수상제외)
   ※ 위의 내용 중 한 항목 이상 해당할 경우 자동등재 대상임
  ※ 만 24세 이후 등재 지속 요청시 1) 기준에 근거하여 심의위원회에서 결정","- 다문화가족 인재 정보를 모집, 활용하는 인재 데이터베이스 운영
- 국내/외 기업, 단체 등의 장학, 사회 공헌 사업, 해외 교류 등의 다문화가족 지원 사업 인재 연계 및 정보 제공",- 다누리포털(www.liveinkorea.kr) 내 서식 다운로드 후 이메일로 신청서 제출,"1. 필수서류
  - [서식1] 등록신청서
  - [서식2] 개인정보 수집 · 활용 등 동의서, 다문화가족증명서(가족관계증명서 또는 기본증명서)
  - [객관적인 활동 증빙서류] 경력증명서, 임명장, 합격증, 성정/수상증명서, 학위증 등

2. 선택서류
  - [서식3] 인재 추천서"
