출처,복지사업ID,복지사업명,설명,소관기관,대표연락처,온라인신청,주소,시작일,종료일,태그,지원대상,서비스내용,신청방법,필요서류,관심주제,대상특성,생애주기,기준,지원범위,지원주기,오프라인,대리 신청 가능,지급 방식,지원가능한 나이
지자체,S0001018905,소원성취사업,,한국메이크어위시재단,,, ,20140101,20991231,,"청소년,아동","정신건강,신체건강",,,"정신건강,신체건강",,"청소년,아동",,,,N,Y,,
지자체,S0013518174,가족성장아카데미교육,,건강가정지원센터,,, ,20130926,20991231,,"청년,중장년,노년",교육,,,교육,,"청년,중장년,노년",,,,N,Y,,
지자체,S0013518185,가족사랑의 날,,건강가정지원센터,,, ,20140101,20991231,,,문화·여가,,,문화·여가,,,,,,N,Y,,
지자체,S0013518173,아버지교육,,건강가정지원센터,,, ,20140101,20991231,,"중장년,청년",교육,,,교육,,"중장년,청년",,,,N,Y,,
지자체,S0012959147,노년기 가족교육,,건강가정지원센터,,, ,20150101,20991231,,노년,교육,,,교육,,노년,,,,N,Y,,
지자체,WLF00000104,시각·청각장애인용 TV 보급사업,시각&middot;청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록  장애인용 맞춤형 TV를 보급하여 방송소외계층의 방송접근권을 보장합니다.,방송통신위원회 미디어다양성정책과,1688-4596,N, ,20120101,19700101,,"장애인,보훈대상자,저소득, 65세이상,40~64세,6~12세,13~18세,19~39세,0~5세","생활지원, 현물지급","방문,인터넷, 본인",,생활지원,"장애인,보훈대상자,저소득",,해당없음,장애인가구,1회성,Y,N,현물지급,"65세이상,40~64세,6~12세,13~18세,19~39세,0~5세"
지자체,WLF00005852,중장년 경력지원제,"퇴직한 사무직 등 중장년에게 일경험을 쌓을 수 있도록 하고, 재취업과 경력 전환을 지원합니다.",고용노동부 고령사회인력정책과,1350,N, ,20250301,19700101,,"중장년, 40~64세,65세이상","서민금융,일자리, 현금지급","방문, 본인",,"서민금융,일자리",,중장년,해당없음,해당없음(전체가구),월,Y,N,현금지급,"40~64세,65세이상"
지자체,WLF00000032,실종아동 등 보호 및 지원,"아동 및 장애인(지적·자폐성·정신)의 실종예방 교육 및 홍보, 장기실종 가족지원을 통해 가족해체를 예방합니다.",보건복지부 아동학대대응과,02-777-0182,N, ,20060101,19700101,,"장애인, 아동, 40~64세,65세이상,6~12세,13~18세,19~39세,0~5세","안전·위기, 프로그램/서비스(서비스)",,,안전·위기,장애인,아동,해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"40~64세,65세이상,6~12세,13~18세,19~39세,0~5세"
지자체,WLF00000067,의료급여 장애인보조기기 지원,의료급여수급 장애인에게 장애인보조기기비용을 지원하여 저소득 장애인의 삶의 질 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,N, ,20090101,19700101,의료급여,"장애인,저소득, 6~12세,40~64세,65세이상,13~18세,19~39세,0~5세","생활지원,신체건강, 현금지급","방문, 본인,대리인(배우자, 친족, 관계인)",,"생활지원,신체건강","장애인,저소득",,해당없음,해당없음(전체가구),수시,Y,Y,현금지급,"6~12세,40~64세,65세이상,13~18세,19~39세,0~5세"
지자체,S0012148012,의료지원,,남북하나재단,,, ,20130910,20991231,,다문화·탈북민,"정신건강,신체건강",,,"정신건강,신체건강",다문화·탈북민,,,,,N,Y,,
지자체,WLF00000078,청소년특별지원,"보호자가 없거나, 실질적으로 보호자의 보호를 받지 못하는 사회, 경제적으로 어려움이 있는 위기청소년이 올바르게 성장하고 안정된 생활을 할 수 있도록 지원합니다.",여성가족부 학교밖청소년지원과,02-2100-6000,Y, ,20090101,19700101,학교 밖 청소년,"저소득, 청소년,청년,아동, 6~12세,13~18세,19~39세, 기준중위소득","문화·여가,법률,교육,신체건강,일자리,생활지원, 현금지급,현물지급","방문,인터넷,전화, 대리인(배우자, 친족, 관계인),본인,사회복지시설 종사자,관할시군구청 공무원,교육/훈련기관 종사자",,"문화·여가,법률,교육,신체건강,일자리,생활지원",저소득,"청소년,청년,아동",기준중위소득,해당없음(전체가구),수시,Y,Y,"현금지급,현물지급","6~12세,13~18세,19~39세"
지자체,WLF00000103,노인장기요양보험 복지용구 급여,장기요양 수급자에게 일상생활 또는 신체활동 지원 및 인지 기능의 유지 향상에 필요한 용구를 제공합니다.,보건복지부 요양보험제도과,1577-1000,N, ,20061101,19700101,노인장기요양보험,"노년, 65세이상,40~64세,6~12세,19~39세,0~5세,13~18세","신체건강,생활지원, 현물지급,기타","방문, 본인,대리인(배우자, 친족, 관계인)",,"신체건강,생활지원",,노년,,해당없음(전체가구),년,Y,Y,"현물지급,기타","65세이상,40~64세,6~12세,19~39세,0~5세,13~18세"
지자체,WLF00000751,청소년복지시설 운영 지원,"가정 밖 청소년을 보호하고 상담, 교육문화활동 지원을 통해 비행, 탈선을 예방하여 가정복귀와 사회적응을 돕습니다.",여성가족부 청소년자립지원과,1388,N, ,20140101,19700101,,"청년,청소년,아동, 6~12세,13~18세,19~39세","문화·여가,보호·돌봄,생활지원, 시설입소","방문, 본인",,"문화·여가,보호·돌봄,생활지원",,"청년,청소년,아동",해당없음,해당없음(전체가구),년,Y,N,시설입소,"6~12세,13~18세,19~39세"
지자체,S0016719545,무료보청기지원,,사랑의달팽이,,, ,20131129,20991231,,"저소득,장애인, 아동,청소년,노년","신체건강,정신건강",,,"신체건강,정신건강","저소득,장애인","아동,청소년,노년",,,,N,Y,,
지자체,S9765912416,상상펀드 의료비 지원사업,,KT&G복지재단,,, ,20160804,20991231,,"저소득, 청소년,아동","신체건강,정신건강",,,"신체건강,정신건강",저소득,"청소년,아동",,,,N,Y,,
지자체,WLF00003168,(북한이탈주민)취업 지원,북한이탈주민의 장기근속을 유도하기 위하여 취업장려금과 새출발장려금을 지급합니다.,통일부 교육기획과,031-670-9300,N, ,20110101,19700101,북한이탈주민,"다문화·탈북민, 65세이상,40~64세,19~39세","생활지원,일자리, 현금지급","방문, 본인",,"생활지원,일자리",다문화·탈북민,,해당없음,해당없음(전체가구),1회성,Y,N,현금지급,"65세이상,40~64세,19~39세"
지자체,WLF00003214,재해위로금지급,"자연재해로 인명, 재산상 피해를 입은 국가유공자 등 보훈가족을 위로하고 재해복구의지를 고취시키기 위하여 재해위로금을 지급합니다.",국가보훈부 복지정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 65세이상,40~64세,13~18세,6~12세,19~39세,0~5세","안전·위기,생활지원, 현금지급","전화,방문,우편, 본인",,"안전·위기,생활지원",보훈대상자,,해당없음,해당없음(전체가구),1회성,Y,N,현금지급,"65세이상,40~64세,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00003172,(북한이탈주민)정착금 지원,북한에서 이주한 주민의 경제적 자립과 자활의지를 높이기 위해  정착금과 주거지원금 등을 지원합니다.,통일부 교육기획과,"031-670-9328, 9350",N, ,19990101,19700101,북한이탈주민,"다문화·탈북민, 40~64세,65세이상,13~18세,6~12세,19~39세,0~5세","서민금융,생활지원,주거, 현금지급","우편, 본인",,"서민금융,생활지원,주거",다문화·탈북민,,해당없음,해당없음(전체가구),1회성,N,N,현금지급,"40~64세,65세이상,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00003183,장애인 표준사업장 설립지원,"장애인표준사업장을 설립, 운영하고자 하는 사업주에게 지원금을 지급하여 중증장애인의 안정된 일자리를 창출하고 고용을 유지하도록 합니다.",고용노동부 장애인고용과,1588-1519,N, ,20020101,19700101,,"장애인, 40~64세,65세이상,13~18세,19~39세","일자리, 현금지급","방문,우편, 본인",,일자리,장애인,,해당없음,해당없음(전체가구),수시,Y,N,현금지급,"40~64세,65세이상,13~18세,19~39세"
지자체,WLF00003197,"국가장학금(Ⅰ, Ⅱ유형)",누구나 경제적 여건에 관계없이 의지와 능력에 따라 대학교육의 기회를 가질 수 있도록 소득연계를 통한 대학 등록금을 차등 지원합니다.,교육부 청년장학지원과,1599-2000,N, ,20120101,19700101,,"다자녀, 65세이상,40~64세,13~18세,19~39세, 기준중위소득","교육, 현금지급","모바일앱,인터넷, 본인",,교육,다자녀,,기준중위소득,해당없음(전체가구),1회성,N,N,현금지급,"65세이상,40~64세,13~18세,19~39세"
지자체,S0017790911,직업재활 지원사업,"- 청각, 언어장애인들에게 취업알선서비스를 제공하고, 체계적인 직업재활 사업을 수행하여 청각, 언어장애인과 그 가족의 생활안정을 도모함과 동시에 사회통합을 이루고자 함",한국농아인협회,,, ,20140101,20991231,,장애인,일자리,,,일자리,장애인,,,,,N,Y,,
지자체,S9765912375,청소년 장학금 지원,,재단법인 정이있는 장학재단,,, ,20160804,20991231,,"아동,청년,청소년",교육,,,교육,,"아동,청년,청소년",,,,N,Y,,
지자체,S9765912413,EBS 나눔0700 방송,,밀알복지재단,,, ,20160804,20991231,,"저소득,한부모·조손,다문화·탈북민",,,,,"저소득,한부모·조손,다문화·탈북민",,,,,N,Y,,
지자체,S0018352614,난임에 관한 지원,,한국난임가족연합회 아가야,,, ,20131220,20991231,,임신 · 출산,"임신·출산,신체건강,정신건강",,,"임신·출산,신체건강,정신건강",,임신 · 출산,,,,N,Y,,
지자체,WLF00003257,이동통신요금감면,사회적 취약계층을 대상으로 가계통신비 부담완화를 위해 통신요금을 감면합니다.,과학기술정보통신부 통신경쟁정책과,(이동전화) 국번없이 1523,Y, ,20001001,19700101,,"저소득,장애인,보훈대상자,한부모·조손, 19~39세,6~12세,13~18세,0~5세,65세이상,40~64세","생활지원, 감면","전화,인터넷,방문, 대리인(배우자, 친족, 관계인),본인",,생활지원,"저소득,장애인,보훈대상자,한부모·조손",,해당없음,한부모 가구,월,Y,Y,감면,"19~39세,6~12세,13~18세,0~5세,65세이상,40~64세"
지자체,WLF00003222,버팀목전세자금대출,무주택세대주의 주택전세자금 융자를 통해 주거안정을 지원합니다.,국토교통부 주택기금과,1566-9009,N, ,20150101,19700101,,"장애인,저소득,한부모·조손,다문화·탈북민,다자녀, 노년,중장년,청년, 19~39세,65세이상,40~64세, 기타 자산기준,기타 소득기준,건강보험료 월 납입금액 (장기요양보험료 제외)","서민금융,주거, 현금대여(융자)","방문,인터넷, 본인",,"서민금융,주거","장애인,저소득,한부모·조손,다문화·탈북민,다자녀","노년,중장년,청년","기타 자산기준,기타 소득기준,건강보험료 월 납입금액 (장기요양보험료 제외)",해당없음(전체가구),1회성,Y,N,현금대여(융자),"19~39세,65세이상,40~64세"
지자체,WLF00003219,통신중계서비스 제공,"청각 또는 언어장애인이 전화로 의사소통을 할 수 있도록  중계사(문자, 수어)를 통해 통신중계서비스를 제공합니다.",과학기술정보통신부 통신경쟁정책과,107,N, ,20051101,19700101,,"장애인, 40~64세,65세이상,13~18세,6~12세,19~39세,0~5세","생활지원, 프로그램/서비스(서비스)",,,생활지원,장애인,,해당없음,해당없음(전체가구),수시,N,Y,프로그램/서비스(서비스),"40~64세,65세이상,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00003206,(북한이탈주민) 의료비 지원,북한이탈주민의 안정적 국내 정착을 지원하기 위해 본인 부담 의료비를 지원합니다.,통일부 정착지원과,1577-6635,N, ,19990101,19700101,북한이탈주민,"다문화·탈북민, 40~64세,65세이상,13~18세,6~12세,19~39세,0~5세, 기준중위소득","신체건강,정신건강, 현금지급","방문,우편, 본인",,"신체건강,정신건강",다문화·탈북민,,기준중위소득,해당없음(전체가구),년,Y,N,현금지급,"40~64세,65세이상,13~18세,6~12세,19~39세,0~5세"
지자체,WLF00005032,전문아동보호비 지원,위기아동 가정보호 및 전문가정위탁 시 양육의 전문성을 갖춘 보호가정에서 전문적인 보호가 이루어질 수 있도록 비용을 지원합니다.,보건복지부 아동보호자립과,02-6454-8500,N, ,20210401,19700101,,"아동,영유아, 6~12세,0~5세","입양·위탁,생활지원, 현금지급",,,"입양·위탁,생활지원",,"아동,영유아",해당없음,가정위탁가구,월,N,Y,현금지급,"6~12세,0~5세"
지자체,WLF00005033,아동용품구입비 지원,위기아동 가정보호 및 전문가정위탁 사업에 참여하는 가정에 아동 보호에 필요한 물품 구입을 위한 비용을 지원합니다.,보건복지부 아동보호자립과,02-6454-8500,N, ,20210401,19700101,,"영유아,아동, 6~12세,0~5세","입양·위탁,생활지원, 현금지급",,,"입양·위탁,생활지원",,"영유아,아동",해당없음,가정위탁가구,1회성,N,Y,현금지급,"6~12세,0~5세"
지자체,WLF00000089,다함께 돌봄 사업,지역 중심의 맞춤형 돌봄 서비스를 제공하여 돌봄사각지대를 해소하고 맞벌이 가구 등의 육아부담을 경감합니다.,보건복지부 아동보호자립과,129,N, ,20180301,19700101,,"아동, 6~12세","교육,보호·돌봄, 프로그램/서비스(서비스)","방문,인터넷,전화, 대리인(배우자, 친족, 관계인)",,"교육,보호·돌봄",,아동,해당없음,해당없음(전체가구),수시,Y,Y,프로그램/서비스(서비스),6~12세
지자체,WLF00000838,고용보험 미적용자 출산급여 지원,소득활동을 하고 있으나 고용보험의 '출산전후휴가급여'를 지원받지 못하는 출산여성에게 출산급여를 지원합니다.,고용노동부 여성고용정책과,1350,N, ,20190701,19700101,,"임신 · 출산, 40~64세,65세이상,19~39세","생활지원,임신·출산, 현금지급","인터넷,우편,방문, 본인",,"생활지원,임신·출산",,임신 · 출산,해당없음,해당없음(전체가구),1회성,Y,N,현금지급,"40~64세,65세이상,19~39세"
지자체,WLF00001074,재해보상금,"의무경찰, 의무소방대원, 교정시설 경비교도대원이 복무중 사망하거나 상이를 입고 퇴직한 경우 재해보상금을 지급하여 국가의 책임을 강화합니다.",국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 19~39세","생활지원,안전·위기, 현금지급","우편,방문,인터넷, 본인",,"생활지원,안전·위기",보훈대상자,,해당없음,해당없음(전체가구),1회성,Y,N,현금지급,19~39세
지자체,S0027796620,장학사업,,송암문화재단,,, ,20140530,20991231,,"다문화·탈북민, 청년",교육,,,교육,다문화·탈북민,청년,,,,N,Y,,
지자체,S0000502188,소아암 환자 경제적 지원,,재단법인 한국백혈병어린이재단,,, ,20110101,20991231,,"저소득,장애인","정신건강,신체건강",,,"정신건강,신체건강","저소득,장애인",,,,,N,Y,,
지자체,S9765912352,예술인 의료비 지원사업,,한국예술인복지재단,,, ,20160804,20991231,,저소득,"신체건강,문화·여가,정신건강",,,"신체건강,문화·여가,정신건강",저소득,,,,,N,Y,,
지자체,S0031344524,장학사업,,임수복장학재단,,, ,20140722,20991231,,"저소득, 청소년,아동",교육,,,교육,저소득,"청소년,아동",,,,N,Y,,
지자체,WLF00000782,(북한이탈주민)사회보장 지원(수급권자 범위의 특례),북한에서 남한으로 이주한 주민의 안정적인 정착을 지원합니다.,통일부 안전지원과,02-2100-5554,N, ,19970101,19700101,북한이탈주민,"다문화·탈북민, 6~12세,19~39세,65세이상,40~64세,13~18세,0~5세, 기준중위소득","정신건강,신체건강,생활지원, 현금지급","방문, 대리인(배우자, 친족, 관계인),본인",,"정신건강,신체건강,생활지원",다문화·탈북민,,기준중위소득,해당없음(전체가구),월,Y,Y,현금지급,"6~12세,19~39세,65세이상,40~64세,13~18세,0~5세"
지자체,S0031499482,위기아동지원사업,,월드비전,,, ,20140722,20991231,,"청소년,아동","정신건강,신체건강,주거",,,"정신건강,신체건강,주거",,"청소년,아동",,,,N,Y,,
지자체,S0014764499,국내장학생,,관정 이종환 교육재단,,, ,20130101,20991231,,청년,교육,,,교육,,청년,,,,N,Y,,
지자체,S0003108262,3·1장학금,,삼일문화재단,,, ,20130101,20991231,,청년,교육,,,교육,,청년,,,,N,Y,,
지자체,S0027796600,승마힐링센터,,한국마사회,,, ,20140101,20991231,,"장애인, 청소년,아동","신체건강,정신건강",,,"신체건강,정신건강",장애인,"청소년,아동",,,,N,Y,,
지자체,WLF00001107,지역아동센터 지원,"방과후 돌봄이 필요한 지역사회 아동의 건전육성을 위하여 보호·교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 종합적인 복지서비스를 제공합니다.",보건복지부 아동보호자립과,129,N, ,20130101,19700101,,"장애인,저소득,다문화·탈북민,한부모·조손, 아동,청소년, 6~12세,13~18세","생활지원,문화·여가,교육,보호·돌봄, 프로그램/서비스(서비스)","방문, 대리인(배우자, 친족, 관계인),본인",,"생활지원,문화·여가,교육,보호·돌봄","장애인,저소득,다문화·탈북민,한부모·조손","아동,청소년",해당없음,해당없음(전체가구),수시,Y,Y,프로그램/서비스(서비스),"6~12세,13~18세"
지자체,WLF00001154,중증장애인근로자 출퇴근비용 지원 사업,중증장애인 근로자에게 출퇴근비용을 지원하여 중증장애인의 근로의욕을 고취하고 안정적인 직업생활 유지를 지원합니다.,고용노동부 장애인고용과,1588-1519,N, ,20210101,19700101,중증장애인,"장애인, 19~39세,13~18세,65세이상, 기준중위소득","일자리,생활지원, 현금지급","방문,팩스,우편, 대리인(배우자, 친족, 관계인),본인",,"일자리,생활지원",장애인,,기준중위소득,해당없음(전체가구),월,Y,Y,현금지급,"19~39세,13~18세,65세이상"
지자체,WLF00001185,의료급여수급권자 영유아건강검진비 지원,의료급여수급권자 영유아 대상 연령별 건강검진을 통해 영유아의 성장·발달 사항을 추적 관리하고 건강증진을 도모합니다.,보건복지부 건강증진과,1577-1000,N, ,20090101,19700101,의료급여,"저소득, 영유아, 0~5세, 건강보험료 월 납입금액 (장기요양보험료 제외)","신체건강, 현물지급",,,신체건강,저소득,영유아,건강보험료 월 납입금액 (장기요양보험료 제외),해당없음(전체가구),수시,N,Y,현물지급,0~5세
지자체,WLF00000037,시간제보육 지원,가정 양육 시에도 필요한 때에 필요한 만큼 이용할 수 있는 보육 서비스를 제공하여 자녀 양육에 대한 부담을 경감하고 부모의 보육 서비스 선택권을 보장합니다.,교육부 영유아정책총괄과,1661-9361,N, ,20150101,19700101,시간제보육,"영유아, 0~5세","보육, 전자바우처(바우처)","인터넷,전화, 본인",,보육,,영유아,해당없음,해당없음(전체가구),수시,N,N,전자바우처(바우처),0~5세
지자체,WLF00000052,인문100년장학금,인문사회계열 우수학생에게 학자금을 지원하여 인문학 소양을 갖춘 인재를 양성할 수 있도록 장학금을 지원합니다.,교육부 청년장학지원과,1599-2290,N, ,20120101,19700101,,"청년, 65세이상,40~64세,19~39세","교육,생활지원, 현금지급","인터넷, 본인",,"교육,생활지원",,청년,해당없음,해당없음(전체가구),반기,N,N,현금지급,"65세이상,40~64세,19~39세"
지자체,WLF00000063,(북한이탈주민)교육비 지원,북한이탈주민이 안정적인 정착기반을 마련하고 교육적 어려움을 해소할 수 있도록 교육비를 지원합니다.,통일부 자립지원과,1577-6635,N, ,19970101,19700101,북한이탈주민,"다문화·탈북민, 청소년,청년, 13~18세","교육, 현금지급","방문,우편, 본인",,교육,다문화·탈북민,"청소년,청년",해당없음,기타,반기,Y,N,현금지급,13~18세
지자체,WLF00000086,(북한이탈주민) 탈북청소년 교육지원,탈북청소년의 학교생활 적응 지원을 통해 대한민국의 건강한 구성원으로 자립할 수 있도록 지원합니다.,통일부 자립지원과,1577-6635,N, ,19970101,19700101,북한이탈주민,"다문화·탈북민, 청소년, 13~18세","교육, 프로그램/서비스(서비스),현금지급","전화,우편,방문, 대리인(배우자, 친족, 관계인),본인,교육/훈련기관 종사자",,교육,다문화·탈북민,청소년,해당없음,기타,분기,Y,Y,"프로그램/서비스(서비스),현금지급",13~18세
지자체,WLF00000781,여성청소년 생리용품 지원,취약계층 여성청소년 대상 생리용품 지원을 통해 여성 청소년의 건강한 성장을 지원합니다.,여성가족부 청소년정책과,1566-3232,Y, ,20180101,19700101,,"한부모·조손,저소득, 아동,청년,청소년, 6~12세,19~39세,13~18세","신체건강,생활지원, 전자바우처(바우처)","방문,인터넷, 사회복지시설 종사자,대리인(배우자, 친족, 관계인),본인",,"신체건강,생활지원","한부모·조손,저소득","아동,청년,청소년",해당없음,해당없음(전체가구),반기,Y,Y,전자바우처(바우처),"6~12세,19~39세,13~18세"
지자체,WLF00001165,발달장애인 주간활동서비스,발달장애인이 낮 시간 자신의 욕구를 반영한 지역사회 기반활동에 참여하게 함으로써 장애인의 자립생활을 지원하고 사회참여 증진을 도모합니다.,보건복지부 장애인서비스과,129,Y, ,20190304,19700101,발달장애인,"장애인, 청년,청소년,중장년, 40~64세,13~18세,19~39세","보호·돌봄, 전자바우처(바우처)","우편,인터넷,방문, 대리인(배우자, 친족, 관계인),본인",,보호·돌봄,장애인,"청년,청소년,중장년",해당없음,해당없음(전체가구),월,Y,Y,전자바우처(바우처),"40~64세,13~18세,19~39세"
지자체,WLF00001178,청소년 발달장애인 방과후활동서비스,만 6세 이상~만 18세 미만의 청소년 발달장애인이 방과후에도 돌봄을 지원받을 수 있도록 방과후활동 이용권을 지급합니다.,보건복지부 장애인서비스과,129,Y, ,20190902,19700101,발달장애인,"장애인, 아동,청소년, 13~18세,6~12세","보호·돌봄, 전자바우처(바우처)","우편,인터넷,방문, 본인",,보호·돌봄,장애인,"아동,청소년",해당없음,해당없음(전체가구),월,Y,N,전자바우처(바우처),"13~18세,6~12세"
지자체,S0027796594,기프트 카,,초록우산 어린이재단(현대자동차그룹 협력),,, ,20140530,20991231,,"다문화·탈북민,저소득","일자리,문화·여가",,,"일자리,문화·여가","다문화·탈북민,저소득",,,,,N,Y,,
지자체,S0012959142,중년기 가족교육,,건강가정지원센터,,, ,20140101,20991231,,중장년,교육,,,교육,,중장년,,,,N,Y,,
지자체,WLF00000921,(북한이탈주민)상담 지원,북한이탈주민의 주택/취업/교육/의료 등 상담지원 서비스를 체계적으로 제공하여 성공적인 지역사회 정착을 유도합니다.,통일부 정착지원과,1577-6635,N, ,20110101,19700101,북한이탈주민,"다문화·탈북민, 0~5세,6~12세,19~39세,40~64세,65세이상,13~18세","일자리,신체건강,주거,교육, 프로그램/서비스(서비스)","전화, 본인",,"일자리,신체건강,주거,교육",다문화·탈북민,,해당없음,기타,수시,N,N,프로그램/서비스(서비스),"0~5세,6~12세,19~39세,40~64세,65세이상,13~18세"
지자체,WLF00001063,주거안정 월세대출,월세부담이 큰 사회초년생 등의 주택월세자금 융자를 통해 주거안정을 지원합니다.,국토교통부 주택기금과,1566-9009,N, ,20150101,19700101,,"노년,청년,중장년, 기타 자산기준,건강보험료 월 납입금액 (장기요양보험료 제외)","서민금융,주거, 현금대여(융자)","방문,인터넷, 본인",,"서민금융,주거",,"노년,청년,중장년","기타 자산기준,건강보험료 월 납입금액 (장기요양보험료 제외)",해당없음(전체가구),월,Y,N,현금대여(융자),
지자체,WLF00001182,학교우유급식,"학교우유급식을 통해 성장기 학생들에게 필수 영양소를 공급하여 신체 발달과 건강 증진을 돕고, 낙농산업의 안정적 발전을 도모합니다.",농림축산식품부 축산경영과,044-330-1114,N, ,19810101,19700101,,"한부모·조손,저소득,장애인,보훈대상자, 아동,청소년, 6~12세,13~18세, 기준중위소득","생활지원, 현물지급","방문, 대리인(배우자, 친족, 관계인),본인",,생활지원,"한부모·조손,저소득,장애인,보훈대상자","아동,청소년",기준중위소득,해당없음(전체가구),수시,Y,Y,현물지급,"6~12세,13~18세"
지자체,S0018416710,미세영양소 지원사업,,한국난임가족연합회 아가야,,, ,20131220,20991231,,임신 · 출산,"신체건강,임신·출산,정신건강",,,"신체건강,임신·출산,정신건강",,임신 · 출산,,,,N,Y,,
지자체,S0012148015,생활안정키트,,남북하나재단,,, ,20130910,20991231,,다문화·탈북민,주거,,,주거,다문화·탈북민,,,,,N,Y,,
지자체,WLF00001079,주거안정 월세대출 보증,자력은 부족하지만 장래 소득발생이 예상되고 자활의지가 있는 저소득 계층의 주거안정을 위해 월세대출을 보증합니다.,금융위원회 금융정책과,1688-8114,N, ,20150102,19700101,,"65세이상,40~64세,19~39세, 기타 자산기준","주거,서민금융, 기타","방문, 본인",,"주거,서민금융",,,기타 자산기준,해당없음(전체가구),1회성,Y,N,기타,"65세이상,40~64세,19~39세"
지자체,S0001019582,희망에너지 장학사업,,현대오일뱅크1%나눔재단,,, ,20150801,20991231,,"저소득, 아동,청소년","에너지,교육",,,"에너지,교육",저소득,"아동,청소년",,,,N,Y,,
지자체,S0009551067,장난감도서관,,초록우산어린이재단,,, ,20130213,20991231,,"아동,영유아,청소년",문화·여가,,,문화·여가,,"아동,영유아,청소년",,,,N,Y,,
지자체,S0001013102,단기보호서비스,,한국재가노인복지협회,,, ,20130213,20991231,,"저소득, 노년",,,,,저소득,노년,,,,N,Y,,
지자체,WLF00001064,6.25자녀수당,6.25 전쟁 중 전사하거나 순직한 전몰군경 혹은 순직군경 자녀의 생활안정과 복지향상을 위하여 수당을 지원합니다.,국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 65세이상,13~18세,40~64세,6~12세,19~39세,0~5세","생활지원, 현금지급","우편,방문, 본인",,생활지원,보훈대상자,,해당없음,해당없음(전체가구),월,Y,N,현금지급,"65세이상,13~18세,40~64세,6~12세,19~39세,0~5세"
지자체,WLF00001065,고엽제후유의증수당,고엽제후유의증환자에게 수당을 지급하여 생활안정과 복지향상을 도모합니다.,국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 40~64세,13~18세,65세이상,6~12세,19~39세,0~5세","생활지원, 현금지급","우편,방문, 본인",,생활지원,보훈대상자,,해당없음,해당없음(전체가구),월,Y,N,현금지급,"40~64세,13~18세,65세이상,6~12세,19~39세,0~5세"
지자체,WLF00001066,참전명예수당,참전유공자에게 수당을 지급하여 생활안정과 복지향상을 도모합니다.,국가보훈부 보상정책과,1577-0606,N, ,20120101,19700101,,"보훈대상자, 노년, 65세이상","생활지원, 현금지급","우편,방문, 본인",,생활지원,보훈대상자,노년,해당없음,해당없음(전체가구),월,Y,N,현금지급,65세이상
지자체,WLF00001108,주택담보노후연금보증,노후생활에 어려움을 겪는 노인에 대해 보유하고 있는 주택을 담보로 매월 일정금액의 대출금을 연금형식으로 지급하여 안정적인 노후 생활을 지원합니다.,금융위원회 금융정책과,1688-8114,N, ,20070101,19700101,,"노년,중장년, 40~64세,65세이상","서민금융,생활지원, 현금지급","방문,인터넷, 본인",,"서민금융,생활지원",,"노년,중장년",해당없음,해당없음(전체가구),월,Y,N,현금지급,"40~64세,65세이상"
지자체,WLF00001139,성매매 피해아동청소년 통합지원,성매매 피해아동·청소년에게 피해를 입은 때부터 성인이 될 때까지 종합서비스를 제공하여 청소년의 원활한 사회복귀를 지원합니다.,여성가족부 폭력예방교육과,02-6363-8410,N, ,20110101,19700101,성매매,"아동,청소년, 13~18세,6~12세,0~5세","보호·돌봄, 프로그램/서비스(서비스),기타","우편,전화,인터넷,방문,E-mail, 본인,관할시군구청 공무원,사회복지시설 종사자,대리인(배우자, 친족, 관계인)",,보호·돌봄,,"아동,청소년",해당없음,해당없음(전체가구),수시,Y,Y,"프로그램/서비스(서비스),기타","13~18세,6~12세,0~5세"
지자체,WLF00001142,탈북학생 교육지원,탈북학생이 우리사회의 통합된 일원으로 적응하여 통일 미래의 맞춤형 인재로 성장할 수 있도록 지원합니다.,교육부 이주배경학생지원팀,043-530-9481,N, ,20090101,19700101,,"다문화·탈북민, 청소년, 6~12세,19~39세,13~18세","교육, 프로그램/서비스(서비스)","우편,방문,전화,E-mail, 대리인(배우자, 친족, 관계인),교육/훈련기관 종사자,본인",,교육,다문화·탈북민,청소년,해당없음,해당없음(전체가구),년,Y,Y,프로그램/서비스(서비스),"6~12세,19~39세,13~18세"
지자체,WLF00001152,노숙인등 복지지원,"노숙인 등의 권익을 보호하고, 사회복귀 및 자립을 지원합니다.",보건복지부 자활정책과,129,N, ,19830101,19700101,,"노년,중장년, 19~39세,65세이상,40~64세","생활지원,안전·위기, 시설입소",,,"생활지원,안전·위기",,"노년,중장년",해당없음,해당없음(전체가구),월,N,Y,시설입소,"19~39세,65세이상,40~64세"
